pedId,speed_total_mean,steering_total_mean,brake_total_mean,throttle_total_mean,acceleration_total_mean,speed_total_var,steering_total_var,brake_total_var,throttle_total_var,acceleration_total_var,total_time,distancePed,max_speed,PKE,PKE_Steering,speed_react,reaction_time,pedestriansLevel,visibilityLevel,trafficLevel,gender,age,job,LatestDegree,oftenDrive,accidents,yearsDriving,lastDrive(years),speedingTickets,hadCollision
11.0,11.358219684833298,0.49729106584268046,0.8784450293736176,0.792067521171893,-0.0438814685,66.70416064032206,9.888141623891973e-06,0.06273148878134613,0.02546334293391734,0.11330246080118299,10.026822000000001,115.253212,19.5910378,0.02711208441667743,-4.249073435906206e-05,19.2379589,1.1706150000000002,1,1,1,0,32,0,0,2,0,10,1.0,0,0
1.0,8.608211519449997,0.5102397192339977,0.986805981536583,0.7647853818570236,0.03863757184999999,8.952805167853432,0.0005359520590310676,0.0017380770561543555,0.013923431449292008,0.02893056292224618,9.944468,84.59727480000001,13.4118586,2.076192454463237,-0.00011275360170929817,13.176829999999999,0.7565130000000001,1,1,1,0,32,0,0,2,0,10,1.0,0,0
3.0,3.6220599902711488,0.487674219882505,0.8790218966964215,0.8384328221560999,0.0035041982499999925,5.316448756298223,0.001041389232040029,0.06945911949946697,0.026771725664094387,0.0388414549011701,9.963612000000001,38.067634600000005,7.5630869999999994,1.1314057783994849,-0.0015125055801464018,4.39304924,0.8337180000000001,1,1,1,0,32,0,0,2,0,10,1.0,0,0
8.0,1.18428242691799,0.5127620355535195,0.5417066453040362,0.9130285343709468,-0.00808913999999999,2.3613211096737587,6.2079599452663795e-06,0.1863397772232536,0.028994761430749274,0.07008956635346292,12.574489000000002,8.154797,7.272146,4.817713117692054,0.0003899818609258502,7.272146,0.0,1,1,1,0,32,0,0,2,0,10,1.0,0,1
10.0,9.373575797520722,0.49863044348805374,0.868966351484849,0.6750463996812212,0.022153890673575132,28.48814946714828,0.00016609025178785207,0.10292851941993926,0.03346783924404073,0.12139810859933449,9.581497,90.19478609999999,15.7534046,3.8081978022664895,-0.00019932531642615845,14.736351999999998,1.4804400000000002,1,1,1,0,32,0,0,2,0,10,1.0,0,0
1.0,9.105179322799998,0.5101731898985283,0.9913295948729677,0.7214589150835441,0.050561723350000004,11.876746420190228,0.0004696211389054885,0.0007811525549443101,0.025130713422193106,0.024757741259554825,9.960965,89.50506,14.029184299999999,2.031836958077952,-0.0005319701559908889,13.1406,1.246818,0,1,0,0,30,1,1,5,0,10,0.0,0,0
15.0,6.756581559929999,0.493911573968109,0.9782148470283051,0.7113827725642793,0.050291897360000004,18.727151728756017,4.550075981830048e-05,0.0034021334501105663,0.05389476398312785,0.050493723956481676,9.947472000000001,64.59353,13.4786024,4.394133747104709,-0.00013303190641802132,12.3987455,1.6869900000000002,0,1,0,0,30,1,1,5,0,10,0.0,0,0
4.0,8.901265470314998,0.44565461203936857,0.9316581216144041,0.6793862058442056,-0.03553329949999995,15.074700522729879,0.013400733789091082,0.048648131750677406,0.11160682990760545,0.11249861098885916,9.964505,86.18813,16.7723885,2.128806858742577,0.001654147465283156,10.273092300000002,1.5270650000000001,2,1,0,0,30,1,1,5,0,10,0.0,0,1
7.0,9.080768177201211,0.506595248739882,0.6999850974973065,0.7118057055907202,-0.13320332149532702,77.1320354846162,0.0008645454262900445,0.20032758253250488,0.18500657085264258,0.26169949976095885,5.327177000000001,40.1101875,23.3160763,0.4010172743266107,-3.0305117678715004e-05,23.011972399999998,1.5030000000000001,2,1,0,0,30,1,1,5,0,10,0.0,0,1
9.0,14.20933450528986,0.4996819931378635,0.9882392747320548,0.5539577811613,0.02018661956521738,17.73741266236804,1.031363306772148e-05,0.001184887924587943,0.18455651998562586,0.06376695711499254,6.841708000000001,97.54004,20.6628265,1.1013578120834562,3.854321345216454e-05,18.9256115,1.5225520000000001,2,1,0,0,30,1,1,5,0,10,0.0,0,0
10.0,11.374953747666668,0.49560726668531774,0.9324527182252063,0.37700160219729917,0.00029779000000001136,20.714278209487162,6.96362694329137e-05,0.018793881591181574,0.2261592459272335,0.16314618280044282,4.428698000000001,51.9270935,17.7480431,6.2003824350074845,-0.00014089175228133125,13.7946644,1.349504,2,1,0,0,30,1,1,5,0,10,0.0,0,0
12.0,16.510937668368413,0.49976549292664074,0.9791145751767827,0.45885099565117865,0.014676917368421057,24.253241339983735,1.138034994783434e-05,0.004740153558639119,0.22089468298002143,0.074414018403292,9.415557,157.93211399999998,23.586664199999998,0.034117850021781665,0.0,18.1886482,0.932481,2,1,0,0,30,1,1,5,0,10,0.0,0,0
14.0,15.583899148030005,0.5051061264972921,0.9437408255130845,0.5213385976958879,-0.013754377499999953,48.63113994455301,0.00018655508822208012,0.027677638172852813,0.19232379899038926,0.13066410096670278,9.950481,148.422653,23.6439724,2.091888538185454,-0.000442091125569316,17.265354199999997,0.99565,2,1,0,0,30,1,1,5,0,10,0.0,0,0
0.0,8.398901400187084,0.5206177621022368,0.9243074416567695,0.5408016032786473,0.003967210236220414,36.48154482373346,0.00024246139798976625,0.031396134248701905,0.17214594775894443,1.5489795263776904,6.880343000000001,49.522144299999994,16.1335011,5.172483762428632,0.0006980686599453638,11.7864981,1.623822,1,0,0,0,30,1,1,5,0,10,0.0,0,0
4.0,9.322169368956502,0.4939543755245291,0.9602588693064764,0.7238992904554814,-0.0279860255,27.875768533280436,0.0006356376483226485,0.011377057936258756,0.12463905259228239,0.06817508034171293,9.944973000000001,92.53105,17.1618023,0.7495557201314597,-0.0003900864621785252,8.042167999999998,1.184155,1,0,0,0,30,1,1,5,0,10,0.0,0,0
6.0,10.2581321714965,0.5187354085603118,0.8651306172274356,0.7546756694895848,-0.056237401000000006,43.671909195895964,0.0019096754161215454,0.07743258288331772,0.09810627039475886,0.08185452813151935,10.445307000000001,100.1418,19.3312149,1.5885436479144497,-0.0004696710608705228,13.196582800000002,1.8323770000000001,1,0,0,0,30,1,1,5,0,10,0.0,0,0
8.0,10.854053665542104,0.4975862636678668,0.964662434295856,0.5070550489292579,0.03677952789473684,26.76313817387589,0.001440089239756961,0.009479343892193905,0.20817201605800836,0.10440003363849472,9.469280000000001,101.11874399999999,17.9981384,3.9993702459724503,-0.00027727772024756367,13.2203016,1.489965,1,0,0,0,30,1,1,5,0,10,0.0,0,0
5.0,6.6234447349580545,0.4957360189211862,0.874664759288929,0.751782330052643,-0.01158873499999999,18.519726832779266,0.0007821747565692101,0.08755738858055889,0.10016648968357246,0.06846836579563068,12.043271,66.72425,15.167879999999998,4.148788937375195,-0.0006551981564920464,6.242286,1.4272980000000002,1,1,1,0,30,1,1,5,0,10,0.0,0,0
11.0,15.873321514999995,0.49936537727931657,0.9939088273441666,0.8440114442664209,-0.01304224500000001,3.1265012861337222,4.34294630538059e-06,0.0005974085145521723,0.012333938223522483,0.015173499645459157,9.92792,159.2727,17.5083923,0.3181824464854561,-3.124015454613285e-05,17.2143555,1.4207800000000002,1,1,1,0,30,1,1,5,0,10,0.0,0,0
13.0,11.907653047999997,0.508192263675898,0.9951789120317384,0.834745784695201,-0.015938988,16.673671516787827,0.00017058962664884985,0.00043197230390199025,0.02217306537286844,0.025655738380522163,9.978174000000001,112.68200700000001,17.718771,1.0732655044160928,1.846157100440102e-05,10.96504,0.996163,1,1,1,0,30,1,1,5,0,10,0.0,0,0
1.0,10.813241518833891,0.5178303445167773,0.9783830227412653,0.5304544349637424,0.09253652811686047,41.89564312342732,0.0015164073548881575,0.003629712798266685,0.14071169238122555,0.035610778850779054,10.503457000000001,89.99231999999999,19.1631126,4.09535825320834,-2.0453091811004504e-05,18.4012222,0.8878630000000001,1,1,1,0,30,1,1,5,0,10,0.0,0,0
3.0,14.60187775695652,0.4945045627792645,0.9592834894065895,0.5158750219763087,-0.02683556608695652,30.89248486984184,4.973306969839794e-05,0.005386064154740314,0.1640549548199032,0.10222285144530101,5.693652,83.6656952,22.1191845,1.5949974357748216,-0.00010992347521742993,22.1191845,0.600599,1,1,1,0,30,1,1,5,0,10,0.0,0,0
8.0,12.813005296862203,0.5082494087129009,0.7998545815213245,0.7785482566567485,-0.07734462549999999,71.14254258289033,0.00011815239949039698,0.1585010922746223,0.04758870039712187,0.11994779718375596,10.678495,119.13973200000001,23.1625214,1.0440240903158775,6.560395279370431e-05,15.7791853,2.242468,1,1,1,0,30,1,1,5,0,10,0.0,0,1
10.0,9.82013447113967,0.5007883275116847,0.9198794371411231,0.6401790778906725,0.024258088043478253,23.08829850758227,1.799414035627536e-05,0.04450604330031109,0.10660974691587166,0.10672277978856472,9.186467,90.38665999999999,15.0022259,2.909811000564247,-9.87542101559518e-05,13.69426,1.4939760000000002,1,1,1,0,30,1,1,5,0,10,0.0,0,0
18.0,0.06555891489999999,0.5021438925764858,0.762905317769131,1.0,-1.3373462170125001,0.0025909414607708818,0.0,1.6864105552377134e-05,0.0,14.295147232973125,0.352439,41.1183472,0.13937436,1.393569841494896,0.0,0.0219742171,0.054145000000000006,1,1,1,0,30,1,1,5,0,10,0.0,0,0
1.0,6.9643516031104955,0.5096719310292208,0.884818646524758,0.8477018387121382,-0.0012568073000000046,15.831873586440516,0.0007034962253687143,0.09344359721270103,0.012070375669276857,0.057893757956378245,9.966026000000001,68.52133,11.1437073,0.9686451580662956,-0.0006121273326368948,10.769902199999999,1.8724830000000001,0,1,0,0,37,2,2,4,0,18,0.0,0,0
3.0,6.833454364125003,0.49406073090714864,0.9128259708552683,0.6527161821927221,0.032852953100000006,16.63760372611416,0.00016224403408406315,0.0500423693199619,0.01968329057575056,0.07600786167210005,9.949979,69.14189,12.8065329,3.661146159183023,0.0005866862840280794,12.278121,1.257346,0,1,0,0,37,2,2,4,0,18,0.0,0,0
15.0,5.532753857340003,0.4927684443427169,0.8931136797131305,0.7745074387731744,0.03837205349999999,10.126335624885249,0.00017455795131357334,0.08778463254960016,0.021143760123362505,0.06703762771585119,9.952987,52.3504448,10.7607737,4.004355971991136,0.00022950281200401307,8.866187,1.3180070000000002,0,1,0,0,37,2,2,4,0,18,0.0,0,0
0.0,4.879993827342252,0.5263081559472018,0.9224510566872663,0.8284154268711361,0.026915226100000002,7.1443418856584975,0.00010353091182834118,0.043936139361327675,0.012053430229905794,0.040069065423984446,9.950982,44.355709999999995,8.648824000000001,2.902807368853724,0.0001316210834792342,7.75930738,1.040268,2,1,0,0,37,2,2,4,0,18,0.0,0,0
2.0,6.2918809555234985,0.4932370489051648,0.9746433966582738,0.8127611200122072,0.017990057850000008,10.020953532482357,0.00011200829253071534,0.004718155336001477,0.02143211775872623,0.03562143910375034,9.936444,64.047966,10.457689300000002,1.6666667128358603,0.0001480080843561203,10.30379,1.223757,2,1,0,0,37,2,2,4,0,18,0.0,0,0
4.0,7.486220007659998,0.504422217135882,0.9031262684061951,0.7960938429846639,-0.0012200949999999944,12.384899979540926,0.00019197703950121626,0.08259219852235017,0.022436291448163687,0.07028237784822396,9.950487,74.09891999999999,11.737278,0.9257219091826074,-4.3323385385698955e-06,10.1825342,1.5802100000000001,2,1,0,0,37,2,2,4,0,18,0.0,0,0
5.0,6.800998137731568,0.5042459318357682,0.8930927857524334,0.7410186487046173,0.004358307142857155,21.95216647461183,0.0010358582905871565,0.053492253484747405,0.040756218573798714,0.09187735613596434,6.944485,50.0267334,13.005973800000001,1.2199806732826286,0.0001431549918316785,12.2726345,1.2016980000000002,2,1,0,0,37,2,2,4,0,18,0.0,0,0
6.0,8.636913510429821,0.5206954723091127,0.9247488396227722,0.7435987287717777,-0.009364807017543875,39.296358341837056,0.0006003000382923361,0.03479063678385558,0.03331192523861244,0.10193632156396876,8.47756,72.38731,17.1928329,2.375600154195845,-0.0010128021241921244,16.232870000000002,1.930136,2,1,0,0,37,2,2,4,0,18,0.0,0,0
7.0,8.081969394150942,0.4967846649708998,0.9813206539498556,0.7804018017162075,-0.011900927169811325,6.149453274424718,0.0001758562272832518,0.0015282872810823168,0.024943973742618572,0.031728152827698496,5.223902000000001,44.8028831,10.917838099999999,0.2427814316622884,0.00037408652084614734,10.4480534,1.469411,2,1,0,0,37,2,2,4,0,18,0.0,0,0
9.0,6.5273904400871015,0.5009851987487607,0.9064691386282141,0.8436927595941099,-0.003419069999999995,11.868521284814433,6.594838159779393e-05,0.07222612647116101,0.02358455680707664,0.05134411425751846,9.921404,65.39231,10.205511999999999,0.7085906657951416,-0.00031086936157700984,9.925875999999999,1.5771970000000002,2,1,0,0,37,2,2,4,0,18,0.0,0,0
10.0,6.779118896340842,0.499296895978058,0.887923276845227,0.80218194104667,-0.005955627857142899,16.764506098210003,6.01581152515591e-06,0.08223639403196537,0.021779558285449304,0.0807532220670015,7.6834750000000005,52.088474299999994,11.01388,0.311239185931218,4.900462032789418e-06,10.7527466,1.611288,2,1,0,0,37,2,2,4,0,18,0.0,0,0
12.0,9.850142911649996,0.5004145113298234,0.9693463035019451,0.8186140230411239,-0.002525896999999997,24.295490252395144,9.468337192022562e-06,0.00600259360768785,0.02875676970998402,0.06076015388460533,9.939952,100.94757800000001,14.0813255,1.5608615006901858,2.7370512489471287e-06,13.810554500000002,1.0347540000000002,2,1,0,0,37,2,2,4,0,18,0.0,0,0
14.0,6.744636820132502,0.4995181963836133,0.9575405508506901,0.8214920271610586,0.0003795029999999722,10.18891575340035,1.2498575349245324e-07,0.014085236524687187,0.02561379106328811,0.04104561123550317,9.934944,62.04899,10.0871115,2.036899460000801,2.407771206225977e-07,8.996117,1.113965,2,1,0,0,37,2,2,4,0,18,0.0,0,0
0.0,4.921909511162002,0.5235873197528028,0.9838094911116191,0.8152032501716646,0.038401389349999995,6.238372194002155,0.00010637172402149514,0.0017537597086389593,0.023566550854337263,0.0260947945160832,9.946469,44.407566100000004,10.1300755,3.3765793932414634,-0.0004145049695847439,7.494739999999999,0.8668070000000001,1,0,0,0,37,2,2,4,0,18,0.0,0,0
4.0,5.610786572341104,0.495064316777294,0.8780952162966353,0.7998454261081867,0.008086152599999999,7.9308126917961905,0.0009371130031306003,0.09574524491215057,0.022815088776024107,0.052253319574378274,9.964556,56.419548,10.1604023,1.9687072967060224,0.0006635858796493338,7.23273945,1.218242,1,0,0,0,37,2,2,4,0,18,0.0,0,0
6.0,8.9393118195937,0.5140157167925531,0.8747793545433737,0.8144707408255139,-0.014001405500000015,26.42322954816205,0.00023318209161057166,0.09874393782468807,0.03411504484469195,0.06885042889176621,9.960006,88.54881,13.883869199999998,0.8521557900446263,-0.0006068146737774477,13.6540108,1.781741,1,0,0,0,37,2,2,4,0,18,0.0,0,0
8.0,5.6598924901744985,0.5063202105745009,0.8190079346913862,0.9195249103532461,-0.04371803059999997,18.85436518936384,6.392811308055668e-05,0.14817185595667645,0.011047407660776252,0.054065834301493,10.282865000000001,49.73633,11.630037300000001,1.5039942892519496,0.0001821172215123692,9.275903,2.1246530000000003,1,0,0,0,37,2,2,4,0,18,0.0,0,1
2.0,7.073445653144003,0.4914077210650798,0.9612504005493243,0.7751627374685272,0.002040286099999995,12.819114753115715,0.00011624371768055472,0.015115010082179789,0.012806531879118472,0.0615102111028265,9.939451,71.48215479999999,12.074788999999999,1.6744243761741426,0.0002109127934752287,10.751804400000001,1.6433740000000001,1,1,1,0,37,2,2,4,0,18,0.0,0,0
5.0,7.418521007351805,0.5086410315098783,0.8946803997863738,0.7571866178377968,0.011224051950000006,17.36767164675788,0.0014499923952807111,0.08071842479389277,0.018970092309535738,0.07370440758639583,9.933439,76.1264648,12.7727852,1.3828442381569197,-2.482949845335991e-05,12.0011034,1.0848870000000002,1,1,1,0,37,2,2,4,0,18,0.0,0,0
11.0,7.611230543221499,0.4994667734798198,0.9339410238803694,0.7769678797589067,0.017860225000000004,14.961078629092764,5.261121511392838e-06,0.03999024543668495,0.02163852054249325,0.06649635382774564,9.953487,77.92836,11.4978323,2.7013068205223307,-7.160501357473959e-05,11.2927084,1.314999,1,1,1,0,37,2,2,4,0,18,0.0,0,0
13.0,6.9931677602135025,0.5085757228961635,0.9234975967040513,0.8038137636377499,0.011274351999999994,12.360363091512427,0.0007232974595096967,0.06379332510651868,0.017276958804975644,0.06619803495201283,9.943963,62.2160149,11.0754442,2.645956689945475,8.949149750319439e-05,10.1555424,1.531074,1,1,1,0,37,2,2,4,0,18,0.0,0,0
1.0,6.927672994349897,0.509027695124742,0.9681351949340048,0.8819470511940181,-0.01169810500000002,14.842795246635195,0.0010216038304915703,0.006140771182730065,0.013676516365789477,0.034625893078803795,9.959003000000001,67.83763,10.8519945,1.290804030088576,-0.001661067784212521,10.779945399999999,1.0046730000000001,1,1,1,0,37,2,2,4,0,18,0.0,0,0
3.0,5.6979053518233505,0.5012327000839235,0.9442336919203478,0.8553005264362545,-0.005736597150000015,10.518023317886511,0.00022841728450648209,0.021314809972519926,0.01843529503158203,0.035040456599580966,9.935444,56.79764,10.3972435,0.6671580953254748,-1.713401891262427e-06,8.355692999999999,1.416269,1,1,1,0,37,2,2,4,0,18,0.0,0,0
8.0,6.476078215715103,0.5022020294499117,0.8626461432822157,0.7842688639658195,-0.00694989195000002,13.590081174893504,3.298773482159149e-05,0.10902733411449833,0.024836231851341022,0.06054071731794928,9.967030000000001,64.91849520000001,11.3681936,1.3092376826129932,0.0001448420151186492,10.018505099999999,1.8253570000000001,1,1,1,0,37,2,2,4,0,18,0.0,0,0
10.0,6.972926992311546,0.5007828641184102,0.8763727016098258,0.848594338902876,-0.05998494039999999,40.973225985185465,6.005806835811752e-06,0.0840528144163677,0.026205524744529623,0.09122503706760005,11.089512000000001,70.23005,15.647754699999998,0.5976286902113759,-4.61459759197455e-05,15.302333800000001,1.7757250000000002,1,1,1,0,37,2,2,4,0,18,0.0,0,0
1.0,8.174960836734998,0.5058686198214704,0.9739886320286862,0.7388464179446097,0.029700360000000002,15.207356867039778,0.0006209669629568147,0.004642214425620354,0.046985552882837685,0.050310317809907766,9.954501,80.67747,12.7164593,0.6288172692682767,-0.000591062775175794,12.347669999999999,1.639866,0,1,0,0,24,0,0,4,0,6,0.0,1,0
3.0,13.412328173410854,0.5003701791397344,0.9020253690110557,0.6685221164145083,-0.036528530155038756,14.45634652039687,0.0007184994681287073,0.03113143094702507,0.040403122001902506,0.05145049488431644,6.417078,84.113,17.9056,2.404559926798544,0.00021056994511974944,16.679035199999998,1.389699,0,1,0,0,24,0,0,4,0,6,0.0,1,0
15.0,6.796306897465345,0.4947448691538876,0.9405565728236819,0.6577076371404602,0.060519229367499996,20.513483043671222,0.0003147909210976153,0.028499544003985043,0.057200303148536615,0.08731584097630145,25.904067,64.75298000000001,13.4132938,5.170735229050795,0.0003113770441785478,11.7237606,1.5541360000000002,0,1,0,0,24,0,0,4,0,6,0.0,1,0
2.0,11.511509574967327,0.48856386174927247,0.9924528678234603,0.763196934632046,0.007867640522875807,3.0023012733948176,0.00012334288234428864,0.0005657547308143747,0.02910058795620302,0.017315415243594395,7.5876920000000005,87.1272,14.864297899999999,1.341863720616299,-2.38941800088526e-05,13.35211,1.394211,2,1,0,0,24,0,0,4,0,6,0.0,1,0
4.0,5.705752461608551,0.49743266956588067,0.8963653009842067,0.8175474174105443,-0.017770877499999994,9.956466979659423,0.0002320749792125513,0.06578671053227127,0.03874348575646753,0.0648787348115848,9.918531,56.7066154,11.038130800000001,1.7967008276571186,-0.00012129052647913218,8.107169,1.4209070000000001,2,1,0,0,24,0,0,4,0,6,0.0,1,0
5.0,6.623065343218048,0.499070047387739,0.9793872866915891,0.875809257987674,-0.018456802777777774,13.660011272228978,0.0011781491368271265,0.002006651594172233,0.024838155374322997,0.037781495863008885,7.14106,51.57866,10.697155,0.7209253705588292,0.0005572584004396099,9.235916,1.327534,2,1,0,0,24,0,0,4,0,6,0.0,1,0
6.0,6.592347436077002,0.5053766689555197,0.9319195849546044,0.6903325703822389,0.031415951,20.005848407146225,0.00044943915368762967,0.03437746171262552,0.05756177012770091,0.09030801979831168,9.979074,65.75293,13.836056699999999,4.5660490489939765,0.00018976419303030271,12.1569681,1.565668,2,1,0,0,24,0,0,4,0,6,0.0,1,0
7.0,8.4174045231,0.49780209048599916,0.9666666666666665,0.7564513618677046,-0.0682513236,22.648904488243925,0.0001070752341303616,0.002993880064787702,0.05210192641701514,0.059113789610488195,4.968234000000001,43.6349678,14.050078400000002,1.6911928835130376,-0.00025285882104332183,11.962323199999998,1.6413680000000002,2,1,0,0,24,0,0,4,0,6,0.0,1,0
9.0,9.958080344691952,0.50241344319829,0.8984876783398184,0.7050689707789723,0.00589226999999997,34.513785984555,8.459630240506753e-06,0.06493147227382834,0.03341618684675901,0.10606074035376654,9.960508,100.01004,17.1714458,1.7820412037210691,3.8355045307680065e-06,16.1992226,1.6163010000000002,2,1,0,0,24,0,0,4,0,6,0.0,1,0
10.0,5.740154900702212,0.49892963441154053,0.9756645578023972,0.8771389081031734,-0.034819437624309356,19.520374201245033,3.06392147592682e-06,0.0031985808108984004,0.01985106955826484,0.03375713892422878,8.999951000000001,52.2314262,12.475056599999998,1.2578915240442021,-9.957820724175394e-05,11.829361,1.2423060000000001,2,1,0,0,24,0,0,4,0,6,0.0,1,0
12.0,7.787249385553601,0.5009979400320429,0.9457198443579764,0.8833150988021662,-0.03868214399999999,21.215224415736774,4.4839051321343445e-06,0.020761126157017726,0.024223424125822353,0.04009024083129026,9.981587000000001,80.46025999999999,16.167028400000003,0.0714993674156362,-3.4748925297065477e-05,8.211866,1.0523,2,1,0,0,24,0,0,4,0,6,0.0,1,0
14.0,8.6880562379,0.5000348668650332,0.9812899214160368,0.7799714656290533,-0.005302718000000013,8.908678483063285,3.0459190548005537e-05,0.002817714329876049,0.051942159331724684,0.0446532400228197,9.926417,82.03628,12.8738155,2.4296857003921137,5.168538369429869e-05,11.001749,1.068845,2,1,0,0,24,0,0,4,0,6,0.0,1,0
0.0,5.428823115624399,0.5229967956054008,0.9502443732356756,0.7600038147554742,0.04798984395574999,12.594057976665201,0.00013684042563469345,0.01936384832485198,0.03347590694604029,0.06031445384914533,9.990137,49.5062675,11.2610712,2.6367514485556867,0.00014459137959972366,9.574394999999999,0.982616,1,0,0,0,24,0,0,4,0,6,0.0,1,0
